TransactionNo,Items,DateTime,Daypart,DayType,User,Rating,Description,Category
81,Coffee,2016-10-31 08:28:31,Morning,Weekday,Gabriel,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
81,Cake,2016-10-31 08:28:31,Morning,Weekday,Nicole,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
82,Tartine,2016-10-31 08:47:05,Morning,Weekday,Elizabeth,0,"Open-faced sandwiches or cakes topped with various spreads, fruits, or vegetables, often served as a light meal or snack.",Sandwiches
82,Bread,2016-10-31 08:47:05,Morning,Weekday,Heidi,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
83,Coffee,2016-10-31 08:57:47,Morning,Weekday,Jimmy,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
83,Bread,2016-10-31 08:57:47,Morning,Weekday,Tommy,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
84,Bread,2016-10-31 09:04:06,Morning,Weekday,Zach,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
85,Coffee,2016-10-31 09:10:09,Morning,Weekday,Lester,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
85,Coffee,2016-10-31 09:10:09,Morning,Weekday,Irvin,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
85,Pastry,2016-10-31 09:10:09,Morning,Weekday,Jill,4,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
85,Medialuna,2016-10-31 09:10:09,Morning,Weekday,Floyd,5,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
86,Juice,2016-10-31 09:11:08,Morning,Weekday,Natalie,0,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
87,Bread,2016-10-31 09:12:56,Morning,Weekday,Sarah,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
88,Coffee,2016-10-31 09:16:01,Morning,Weekday,Cheryl,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
88,Coffee,2016-10-31 09:16:01,Morning,Weekday,Christopher,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
88,Jam,2016-10-31 09:16:01,Morning,Weekday,Victor,4,"A sweet spread made from fruits, commonly used in cake fillings, adding fruity flavors and moisture.",Desserts
89,Bread,2016-10-31 09:19:41,Morning,Weekday,Hugh,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
90,Bread,2016-10-31 09:20:12,Morning,Weekday,Vincent,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
90,Coffee,2016-10-31 09:20:12,Morning,Weekday,Jenna,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
91,Tea,2016-10-31 09:22:48,Morning,Weekday,Juan,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
92,Coffee,2016-10-31 09:27:11,Morning,Weekday,Barbara,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
93,Bread,2016-10-31 09:29:23,Morning,Weekday,Trisha,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
93,Almond,2016-10-31 09:29:23,Morning,Weekday,Cathy,2,A popular carbonated beverage often served alongside cakes to provide a sweet and fizzy contrast.,Pure Veg
94,Coffee,2016-10-31 09:39:09,Morning,Weekday,Caroline,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
94,Coffee,2016-10-31 09:39:09,Morning,Weekday,Robert,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
95,Tea,2016-10-31 09:43:37,Morning,Weekday,Crystal,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
95,Pastry,2016-10-31 09:43:37,Morning,Weekday,Herman,0,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
95,Farm House,2016-10-31 09:43:37,Morning,Weekday,Terry,0,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits.",Pure Veg
96,Pastry,2016-10-31 09:46:48,Morning,Weekday,Harold,4,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
96,Pastry,2016-10-31 09:46:48,Morning,Weekday,Michelle,3,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
96,Coffee,2016-10-31 09:46:48,Morning,Weekday,Caroline,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
96,Juice,2016-10-31 09:46:48,Morning,Weekday,Marcus,4,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
97,Coffee,2016-10-31 09:51:11,Morning,Weekday,Jerry,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
97,Pastry,2016-10-31 09:51:11,Morning,Weekday,Danielle,5,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
97,Juice,2016-10-31 09:51:11,Morning,Weekday,Juan,2,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
98,Farm House,2016-10-31 09:52:22,Morning,Weekday,Quentin,3,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits.",Pure Veg
99,Pastry,2016-10-31 09:56:37,Morning,Weekday,Bobby,5,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
99,Pastry,2016-10-31 09:56:37,Morning,Weekday,Gail,5,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
99,Coffee,2016-10-31 09:56:37,Morning,Weekday,Cameron,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
99,Bread,2016-10-31 09:56:37,Morning,Weekday,Connor,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
100,Bread,2016-10-31 09:58:06,Morning,Weekday,Allan,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
101,Coffee,2016-10-31 10:04:02,Morning,Weekday,Liz,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
101,Pastry,2016-10-31 10:04:02,Morning,Weekday,Mabel,2,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
102,Farm House,2016-10-31 10:04:44,Morning,Weekday,Ella,2,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits.",Pure Veg
103,Bread,2016-10-31 10:07:40,Morning,Weekday,David,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
104,Coffee,2016-10-31 10:12:48,Morning,Weekday,Bobby,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
104,Coffee,2016-10-31 10:12:48,Morning,Weekday,Isabelle,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
104,Medialuna,2016-10-31 10:12:48,Morning,Weekday,Lucy,0,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
104,Muffin,2016-10-31 10:12:48,Morning,Weekday,Ashley,5,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips.",Pure Veg
104,Coffee,2016-10-31 10:12:48,Morning,Weekday,Brandon,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
105,Coffee,2016-10-31 10:21:29,Morning,Weekday,Elliott,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
105,Tea,2016-10-31 10:21:29,Morning,Weekday,Steve,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
105,Cake,2016-10-31 10:21:29,Morning,Weekday,Gina,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
106,Coffee,2016-10-31 10:24:21,Morning,Weekday,Vincent,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
106,Coffee,2016-10-31 10:24:21,Morning,Weekday,Marc,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
106,Pastry,2016-10-31 10:24:21,Morning,Weekday,Walt,1,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
106,Pastry,2016-10-31 10:24:21,Morning,Weekday,Vanessa,5,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
107,Coffee,2016-10-31 10:27:30,Morning,Weekday,Jonathan,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
107,Tea,2016-10-31 10:27:30,Morning,Weekday,Jenny,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
108,Farm House,2016-10-31 10:31:05,Morning,Weekday,Sonia,3,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits.",Pure Veg
108,Muffin,2016-10-31 10:31:05,Morning,Weekday,Charles,3,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips.",Pure Veg
109,Bread,2016-10-31 10:35:23,Morning,Weekday,Vernon,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
109,Muffin,2016-10-31 10:35:23,Morning,Weekday,Andrea,2,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips.",Pure Veg
109,Pastry,2016-10-31 10:35:23,Morning,Weekday,Joseph,2,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
110,Pastry,2016-10-31 10:36:37,Morning,Weekday,Johnny,3,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
111,Coffee,2016-10-31 10:38:09,Morning,Weekday,Brianna,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
112,Coffee,2016-10-31 10:59:17,Morning,Weekday,Rosemary,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
113,Coffee,2016-10-31 11:02:37,Morning,Weekday,Ruth,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
113,Cake,2016-10-31 11:02:37,Morning,Weekday,Rachel,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
114,Farm House,2016-10-31 11:05:45,Morning,Weekday,Jeffrey,2,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits.",Pure Veg
115,Bread,2016-10-31 11:08:53,Morning,Weekday,Michael,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
116,Coffee,2016-10-31 11:11:01,Morning,Weekday,Nicholas,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
117,Cookies,2016-10-31 11:13:08,Morning,Weekday,Karen,5,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
117,Cake,2016-10-31 11:13:08,Morning,Weekday,Isabella,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
117,Coffee,2016-10-31 11:13:08,Morning,Weekday,Maureen,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
117,Vanilla cake,2016-10-31 11:13:08,Morning,Weekday,Nicole,2,"Fruit-flavored drinks enriched with essential vitamins and minerals, perfect for on-the-go snacking.",Pure Veg
118,Cookies,2016-10-31 11:18:29,Morning,Weekday,Isabelle,5,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
118,Cookies,2016-10-31 11:18:29,Morning,Weekday,Jaclyn,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
118,Tea,2016-10-31 11:18:29,Morning,Weekday,Mildred,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
118,Pastry,2016-10-31 11:18:29,Morning,Weekday,Cameron,3,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
119,Coffee,2016-10-31 11:25:56,Morning,Weekday,Philip,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
119,Coffee,2016-10-31 11:25:56,Morning,Weekday,Jesse,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
119,Muffin,2016-10-31 11:25:56,Morning,Weekday,Howard,0,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips.",Pure Veg
120,Farm House,2016-10-31 11:29:01,Morning,Weekday,Lucas,2,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits.",Pure Veg
121,Coffee,2016-10-31 11:30:59,Morning,Weekday,Shari,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
121,Bread,2016-10-31 11:30:59,Morning,Weekday,Jack,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
122,Cookies,2016-10-31 11:37:30,Morning,Weekday,Stacey,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
123,Jam,2016-10-31 11:42:05,Morning,Weekday,Jake,1,"A sweet spread made from fruits, commonly used in cake fillings, adding fruity flavors and moisture.",Desserts
123,Coffee,2016-10-31 11:42:05,Morning,Weekday,Mandy,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
123,Coffee,2016-10-31 11:42:05,Morning,Weekday,Susie,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
123,Juice,2016-10-31 11:42:05,Morning,Weekday,Agnes,5,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
